,sent_1,sent_2,score
391,"Mahmud controlled access to Saddam for everyone but immediate family members, Pentagon officials said.",Mahmud controlled access to Saddam and was frequently at his side.,0.7
392,"Smugglers in a van chased down a pickup and SUV carrying other smugglers and illegal immigrants, said Pinal County Sheriff Roger Vanderpool.","People in a van opened fire on a pickup and SUV believed to be transporting illegal immigrants, said Pinal County Sheriff Roger Vanderpool.",0.6334
393,"The trial, featuring 125 witnesses, could continue until the start of 2004.","The trial, which could last until early 2004, is expected to hear the first of 125 witnesses Friday.",0.9
394,"The computers were reportedly located in the U.S., Canada and South Korea.","The PCs are scattered across the United States, Canada and South Korea.",0.95
395,"The vulnerability affects Windows NT 4.0, NT 4.0 Terminal Services Edition, XP and 2000, as well as Windows Server 2003.","Microsoft issued a patch for the vulnerability, which affects Windows NT 4.0, Windows NT 4.0 Terminal Services Edition, Windows 2000, Windows XP and Windows Server 2003.",0.55
396,"The additional contribution brings total U.S. food aid to North Korea this year to 100,000 tonnes.","The donation of 60,000 tons brings the total of U.S. contributions for the year to 100,000.",0.64
397,The European Union banned the import of genetically modified food in 1998; the United States is now demanding that the EU end its ban.,The union banned the import of genetically modified food in 1998 after many consumers feared health risks.,0.52
398,He projected Vanderpool will be available within the next five years.,"Products featuring Vanderpool will be released within five years, he said.",0.8800000000000001
399,Annika Sorenstam gets her first opportunity to test that objective this week at the McDonald's LPGA Championship.,"The appetizer devoured, Annika Sorenstam moves on to the entree this week at the McDonald's LPGA Championship.",0.6
400,"The broader Standard & Poor's 500 Index .SPX gained 3 points, or 0.39 percent, at 924.","The technology-laced Nasdaq Composite Index <.IXIC> rose 6 points, or 0.41 percent, to 1,498.",0.1888
401,"According to the 2000 Census, Long Beach's Hispanic or Latino population was listed at 35.8 percent.","According to the Census Bureau, the Hispanic population increased by 9.8 percent from the April 2000 census figures.",0.48
402,Authorities appealed to the public Friday to come forward and provide what could be the key to solving the sniper-style shootings that have killed three people outside area convenience stores.,Authorities looked to the public yesterday for help in solving the deadly sniper-style shootings of three people outside Charleston-area convenience stores.,0.76
403,"Actor Noah Wyle, who has played Dr. John Carter since the shows inception in 1994, extended his contract with the show through the 2004-2005 season.","Noah Wyle, who has played Dr. John Carter since the series launched in 1994, has inked a one-year extension to his deal with producer Warner Bros. TV.",0.76
404,"Cisco has signed similar deals with AT&T Corp. T.N , SBC Communications Inc. SBC.N and Sprint Corp. FON.N .","Cisco has similar relationships with BellSouth competitors SBC Communications, AT&T and Sprint Communications.",0.8
405,The WHO says the latest case does not fit its profile of SARS and is not a public health concern.,"The WHO has said the Singapore case did not fit its profile of SARS and was ""not an international public health concern.""",0.76
406,"Harris and Klebold killed 12 students and a teacher before taking their own lives on April 20, 1999.","Harris and Klebold killed 12 students, a teacher and themselves at the school.",0.76
407,"""We condemn the Governing Council headed by the United States,"" Muqtada al Sadr said in a sermon at a mosque.","""We condemn and denounce the Governing Council, which is headed by the United States,"" Moqtada al-Sadr said.",0.8400000000000001
408,"Second comes HP (27 percent with $2.9 billion, up just 0.4 percent).",HP fell to second place with server sales growing 0.4 percent to $2.9 billion.,0.8800000000000001
409,"In a statement distributed Friday, 28 Chechen non-governmental organizations said they would boycott the vote.","In a statement distributed today, 28 Chechen non-governmental organisations said they would boycott the vote and warned voters to expect fraud.",0.8400000000000001
410,"The state's population was 6,080,485 in 2000, according to the U.S. census.","Between 1960 and 2000, however, the state's population grew by 30.4 percent to 6,080,485.",0.52
411,July 18: Hurlbert files a single count of felony sexual assault against Bryant.,"Bryant, 24, has been charged with felony sexual assault.",0.6112
412,"St. Paul Chairman and Chief Executive Jay S. Fishman, 51, will be CEO of the combined company.","Jay Fishman, 51, chairman and chief executive of St Paul, will be chief executive of the combined company.",0.95
413,U.S. forces recently apprehended some 40 suspected foreign militants near the Syrian border and are now interrogating them.,"The Third Armored Cavalry Regiment recently apprehended about 40 suspected fighters near the Syrian border, officials said.",0.7
414,"Instead, Weida decided that Meester's case on charges of rape, sodomy, indecent assault and providing alcohol to minors should proceed to a court-martial.","Douglas Meester, 20, is charged with rape, sodomy, indecent assault, and providing alcohol to minors.",0.65
415,"That compares with a profit of $1 million, or breakeven, on $1.39 billion in revenue during the same period last year.","Total revenue for the second quarter was $1.48 billion, up 7% from $1.39 billion in the same period last year.",0.3
416,"They made a similar discovery in Houston on another aircraft, Dallas-based Southwest said in a statement.",The airline said a similar discovery was made on the plane in Houston.,0.6799999999999999
417,"Rosenthal declined comment on the Garrett situation Tuesday but said in a statement: ""We had a big contract negotiation.","The show's creator and executive producer, Phil Rosenthal, quipped in a statement: ""We had a big contract negotiation.",0.75
418,"With the power back on, state workers headed back to their jobs Friday morning.","Pataki said if power was restored, state workers would be back on the job Friday morning.",0.52
419,Bolivia's army fought to stop columns of protesters from streaming into the food-starved capital on Wednesday as a popular uprising against the president spread.,"Bolivia's army fought to stop a column of dynamite-wielding miners from streaming into the besieged capital on Wednesday, leaving two dead as a popular uprising against the President spread.",0.5599999999999999
420,"The Nasdaq fell about 1.3% for the month, snapping a seven-month winning streak.","The Nasdaq is down roughly 0.4 percent for the month, on track to snap a 7-month streak of gains.",0.48
421,"The report was found Oct. 23, tucked inside an old three-ring binder not related to the investigation.",The report was found last week tucked inside a training manual that belonged to Hicks.,0.64
422,U.S. troops killed nearly two dozen suspected Taliban militants after coming under fire in southern Afghanistan in the latest in a series of such attacks.,"U.S. soldiers killed about two dozen suspected Taliban militants in southern Afghanistan after their convoy came under attack, the military said Sunday.",0.8
423,"The A920 comes with a printer, scanner, and copier for $89.","Dell's Personal All-in-One A920 is an entry-level device that combines printer, scanner and copier functions for $89.",0.72
424,"On Saturday, the International Committee of the Red Cross said it was temporarily closing its offices in Baghdad and Basra.","The International Committee of the Red Cross, fearful for the safety of its staff operating in Iraq, announced it was temporarily shutting its offices in Baghdad and Basra.",0.6799999999999999
425,"The Ireland Palestine Solidarity Campaign, of which Mr O Muireagáin was a member, welcomed his release.","The Ireland Palestine Solidarity Campaign, of which he was a member, said he was researching a schools exchange project.",0.48
426,"Glover said the killer used a ""peculiar slipknot"" on the ligature he used to strangle some of the victims.","Glover said the killer used a ``peculiar slipknot,'' including a coaxial cable and an extension cord, to strangle some of the victims.",0.6799999999999999
427,She said Jane Doe's lawyers asked Verizon to withhold her name because she was planning on challenging the subpoena.,"Jane Doe, deciding to fight the subpoena, asked Verizon to withhold her name.",0.72
428,"It got up on his personal radar screen this past week, I've given him my pitch and he was quite supportive,"" he said.","""It got up on his personal radar screen in the past week, and I had to get my pitch.",0.6799999999999999
429,"In September, a 27-year-old Singapore researcher contracted SARS while working in a laboratory.","In a case in August, a 27-year-old laboratory worker in Singapore developed SARS.",0.6799999999999999
430,"A number below 50 suggests contraction in the manufacturing sector, while a number above that indicates expansion.","A reading above 50 suggests growth in the sector, while a number below that level indicates contraction.",0.9636000000000001
431,A lawsuit has been filed in an attempt to block the removal of the Ten Commandments monument from the building.,Supporters asked a federal court Monday to block the removal of a Ten Commandments monument from the Alabama Judicial Building.,0.64
432,"Britz earned $3.77 million in salary, bonus and other compensation, and Kinney earned $3.76 million.","Johnston made $5.8 million in salary and bonus in 2001 as president, and as a part-time adviser earned $1 million in 2002.",0.27999999999999997
433,"That truck was spotted in the Campbells Creek area, fitting that description, Morris said.","A black pickup truck was also seen in the Campbells Creek area, Morris said.",0.6
434,"But in the first 30 seconds after Young entered the ring, the family knew it was an uneven match, Meyers said.","But in the first 30 seconds of the bout, family members knew it was an uneven match, Jodie Meyers, Stacy Young's sister, said.",0.8400000000000001
435,Chairman Michael Powell and FCC colleagues at the Wednesday hearing.,FCC chief Michael Powell presides over hearing Monday.,0.64
436,"The Dow Jones Industrial Average was up 0.3 per cent at 9,886.75, while the Nasdaq Composite index was 0.4 per cent higher at 1,986.97.","On Wall Street, the Dow Jones Industrial Average rose 0.5 per cent at 9,905.8 and the Nasdaq Composite added 0.7 per cent at 1,995.1.",0.36
437,Tehran has made clear it will only sign the Additional Protocol introducing such inspections if a ban on the import of civilian Western nuclear technology is lifted.,Tehran has made it clear it will only sign the protocol if a ban on imports of peaceful Western nuclear technology is lifted.,0.76
438,Congress twice before passed similar restrictions only to see President Bill Clinton veto them.,"Congress twice passed similar bills, but then-President Clinton vetoed them both times.",0.9199999999999999
439,"But I would rather be talking about high standards than low standards.""","""I would rather be talking about positive numbers rather than negative.",0.5599999999999999
440,"Under the program, U.S. officials work with foreign port authorities to identify, target and search high-risk cargo.","Under the program, US officials work with foreign port authorities to seek out high-risk cargo before it can reach the United States.",0.85
441,Niels told an interviewer in 1999 he thought the Old Man would outlive him by many years.,"In 1999, two years before his death, Mr. Nielsen told an interviewer that he thought the rock face would outlive him by many years.",0.6
442,"One, Capt. Doug McDonald, remained hospitalized in critical condition on Thursday.","Her 20-year-old sister, Allyson, was severely burned and remained hospitalized in critical condition.",0.15
443,"On Wednesday, the total of National Guard and Reserve members called to active duty worldwide stood at 154,603.","As of yesterday, the total number of National Guard and Reserve troops called to duty worldwide stood at 154,603.",0.8
444,"During a period of nearly a decade, Telemarketing Associates raised more than $7 million.","Telemarketing Associates, hired by VietNow, raised $7.1 million from 1987 to 1995.",0.72
445,"The bodies of former Invercargill man Warren Campbell, 32, and climbing companion Jonathan Smith, 47, were recovered from below Mt D'Archiac late yesterday morning.","Warren David Campbell, 32, and climbing companion Jonathan Smith, 47, did not return as expected on Tuesday from climbing on Mt D'Archiac in the McKenzie District.",0.44000000000000006
446,Mr. Geoghan had been living in a protective custody unit since being transferred to the prison on April 3.,"He had been in protective custody since being transferred to Souza-Baranowski in April, officials said.",0.5599999999999999
447,"The 2000 Democratic platform supported ""the full inclusion of gay and lesbian families in the life of the nation.""","The Democrat's 2000 platform didn't explicitly support gay marriages but backed ""the full inclusion of gay and lesbian families into the life of the nation.""",0.64
448,"Its shares fell 71 cents, or 3.5 percent, in after-hours trading to $19.55.","The stock had risen 63 cents, or 3 percent, to close at $20.26 in regular-session Nasdaq trading.",0.25
449,"Singapore reported no suspected SARS cases Wednesday, but officials quarantined 70 people who had contact with the Taiwanese patient.","Still, Singapore quarantined 70 people who had been in close contact with the scientist.",0.6
450,"A former candidate for governor of New York, he styled himself an advocate of better corporate governance.","Mr. McCall, who ran unsuccessfully for governor of New York in 2002, styled himself an advocate of better corporate governance.",0.65
451,"Hundreds of reporters and photographers swamped the courthouse grounds before the hearing, which was carried live on national cable networks.",Hundreds of reporters and photographers swamped the town and the short hearing involving the five-time All-Star was carried live on national cable networks.,0.6
452,AMD's chip sales jumped 7 percent year-on-year to $402 million.,"Second-quarter sales grew 7 percent, to $645 million from $600 million in 2002.",0.44000000000000006
453,"Downstream at Mount Vernon, the Skagit River was expected to crest at 36 feet -- 8 feet above flood stage -- tonight, Burke said.","The Skagit was expected to crest during the night at 38 feet at Mount Vernon, 10 feet above flood stage, the National Weather Service said.",0.6
454,"FBI agents arrested a former partner of Big Four accounting firm Ernst & Young ERNY.UL on criminal charges of obstructing federal investigations, U.S. officials said on Thursday.",A former partner of accountancy firm Ernst & Young was yesterday arrested by FBI agents in the US on charges of obstructing federal investigations.,0.9199999999999999
455,"Shelia Chaney Wilson seemed agitated when she came to help prepare for Turner Monumental A.M.E. Church's upcoming 104th anniversary celebration, worshippers said.","Congregants of Turner Monumental AME Church said Shelia Chaney Wilson, 43, was agitated when she came to the church, in the Kirkwood neighborhood on the city's east side.",0.72
456,He was the Ace of Diamonds in a pack of cards depicting Iraqi fugitives that has been issued to U.S. troops.,He was the ace of diamonds in a U.S. deck of cards showing pictures of most-wanted Iraqi leaders.,0.8
457,"Miodrag Zivkovic, of the Liberal Alliance of Montenegro, won 31 percent of the vote, while the independent Dragan Hajdukovic got 4 percent.","A pro-independence radical, Miodrag Zivkovic, of the Liberal Alliance, came in second with 31 percent of the vote.",0.6
458,"So far, Georgia has been returned all but $70,000 of the money it wired.","Georgia has received all but $70,000 of its money back with the help of the FBI.",0.75
459,Yeager said the suspect in the Target attack showed tendencies of being a prior offender.,"Yeager said the incident appeared to be isolated, but the suspect showed tendencies of being a prior offender.",0.7428
460,"The island nation reported 65 new cases on May 22, a one day record, and 55 new cases on May 23, making Taiwan's epidemic the fastest-growing in the world.","Taiwan reported 65 new cases on May 22, a one-day record, and 55 new cases on May 23, making its epidemic the world's fastest-growing.",1.0
461,Cubs outfielder Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat.,"Sammy Sosa was suspended for eight games by major league baseball Friday for using a corked bat, and he immediately appealed the decision.",0.64
462,Half of the women were given a daily dose of the drug and half took a placebo.,Half the women received a daily tablet of the combination oestrogen plus progestin while the rest were given a placebo.,0.64
463,"On Monday, the Dow declined 5.25, or 0.1 percent, at 8,983.80, having shed 2.3 percent last week.","In early trading, the Dow Jones industrial average was down 39.94, or 0.4 percent, at 8,945.50, having slipped 3.61 points Monday.",0.32
464,The 30-year bond US30YT=RR dipped 14/32 for a yield of 4.26 percent from 4.23 percent.,"The 30-year bond US30YT=RR lost 16/32, taking its yield to 4.20 percent from 4.18 percent.",0.6666000000000001
465,"The injured were taken to hospitals in Jefferson City and Columbia, a college town about 30 miles to the north.","The injured were taken to hospitals in Jefferson City and Columbia, about 48km north; their conditions were not immediately available.",0.8
466,"When police removed the four from the home, they weighed 136 pounds combined.",Each boy weighed less than 50 pounds when they were removed from the home Oct. 10.,0.6
467,"The dollar was at 117.85 yen against the Japanese currency, up 0.1 percent.","Against the Swiss franc the dollar was at 1.3289 francs, up 0.5 percent on the day.",0.26660000000000006
468,"While the Ibrahims had one separation operation, Goodrich and Dr. David Staffenberg plan about three for the Aguirres, with several weeks between each.","Instead of one long operation to separate the twins, Goodrich and Dr. David Staffenberg plan about three, with several weeks between each.",0.72
469,"The company has expanded into providing other services for buyers, including payment services.","The company has expanded those basic services, offering payment and even financing.",0.8400000000000001
470,The blasts killed two people and injured more than 150 others.,The Atlanta Olympic Games attack killed one woman and injured more than 100 other people.,0.36
471,"In 2001, President Bush named Kathy Gregg to the Student Loan Marketing Association board of directors.","In 2001, President Bush named her to the Student Loan Marketing Association, the largest U.S. lender for students.",0.6462000000000001
472,The Boston Archdiocese has faced waves of scandal that have not only angered victims' advocates but parishioners and some priests.,"The waves of scandal angered not only victims' advocates but parishioners and some priests, to the point that Law could no longer run the archdiocese.",0.6
473,A federal magistrate in Fort Lauderdale ordered him held without bail.,"Zuccarini was ordered held without bail Wednesday by a federal judge in Fort Lauderdale, Fla.",0.6
474,"The department's position threatens to alienate social conservatives, who have provided strong political support for Mr. Ashcroft and President Bush.","The department's stance disappointed some abortion opponents, and it threatens to alienate social conservatives who have provided strong political support for Ashcroft and President Bush.",0.75
475,South Africa has the world's highest caseload with 4.7 million people infected with HIV or AIDS.,"With 4.7 million people infected with HIV or AIDS, South Africa has the world's highest AIDS caseload.",1.0
476,"In that position, Elias will report to Joe Tucci, president and CEO of EMC.","As executive vice president of new ventures, Elias will report to Joe Tucci, EMC's president and chief executive.",0.6799999999999999
477,"The new Army Commander is the Masaka Armoured Brigade commanding officer, Brigadier Aronda Nyakairima who is now promoted to major general.",PRESIDENT Yoweri Museveni has promoted Brigadier Aronda Nyakairima to Major General and named him Army Commander.,0.64
478,"""If that ain't a Democrat, I must be at the wrong meeting,"" he said.","And if that ain't a Democrat, then I must be in the wrong meeting,"" he said to thunderous applause from his supporters.",0.6799999999999999
479,Mailblocks was founded five years after WebTV was acquired by Microsoft for $425 million.,WebTV was sold to Microsoft in 1997 for $425 million and today is called MSN TV.,0.5599999999999999
480,"""It's a major victory for Maine, and it's a major victory for other states.",The Maine program could be a model for other states.,0.5599999999999999
481,"In addition to O'Connor, Rehnquist's majority opinion was joined by Justices David Souter, Ruth Bader Ginsburg, and Stephen Breyer.","Joining him in the majority opinion were Justices Sandra Day O'Connor, David H. Souter, Ruth Bader Ginsburg and Stephen G. Breyer.",0.72
482,"The Metropolitan Transportation Authority was given two weeks to restore the $1.50 fare and the old commuter railroad rates, York declared.","The Metropolitan Transportation Authority, which plans to appeal, was given until May 28 to restore the old subway and bus fare and the old commuter railroad rates.",0.5599999999999999
483,The Embraer jets are scheduled to be delivered by September 2006.,The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.,0.6
484,"""Today, we are trying to convey this problem to Russian President Vladimir Putin and US President George W Bush.""","""Today, we are trying to convey this problem to Russian President Vladimir Putin (news - web sites) and President Bush (news - web sites).""",0.9199999999999999
485,"The state wants to kill the wolves in approximately a 1,700-square-mile area near the village of McGrath.","The state wants to kill the wolves in approximately a 1,700-square-mile area near McGrath to establish a moose nursery of sorts.",0.64
486,"Peterson told police he fished alone in San Francisco Bay on Christmas Eve, returning to an empty house.",Peterson told police he left his wife at about 9:30 a.m. on Dec. 24 to fish alone in San Francisco Bay.,0.6
487,"The Fed's Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.","Prices had pulled back from offshore highs when the Empire State survey far exceeded expectations by jumping to 26.8 in June, a record high, from 10.6 in May.",0.76
488,"""I can say I am being forced into exile by the world superpower,"" he said.","""I am being forced into exile by the world's superpower,"" Taylor said in an address videotaped at his home.",0.6
489,"Det Chief Insp Norman McKinlay said there was ""evidence a body or bodies have been in this area"".","Detective Chief Inspector Norman McKinlay, leading the investigation, said: ""There is evidence a body or bodies have been in this area.",0.9
490,"Investigators have meticulously looked into virtually every aspect of Campbell's personal and financial affairs, Campbell has acknowledged.","Investigators continue to probe virtually every aspect of Campbell's personal and financial affairs, the former mayor has said.",0.75
491,"Board Chancellor Robert Bennett declined to comment on personnel matters Tuesday, as did Mills.","Mr. Mills declined to comment yesterday, saying that he never discussed personnel matters.",0.6
492,General Jeffrey said he would donate his military pension to charity for the period he was in office at Yarralumla.,Maj-Gen Jeffery said he would give his military pension to charity while he served at Yarralumla.,0.9454
493,"Tampa Bay manager Lou Piniella, bench coach John McLaren and right fielder Aubrey Huff were ejected for arguing after Huff was called out on strikes to end the ninth.","Tampa Bay manager Lou Piniella, bench coach John McLaren and Huff all were ejected in the middle of the ninth.",0.76
494,"The venture owns five oil refineries and more than 2,100 filling stations in Russia and Ukraine.","TNK-BP has six oil producing units, five refineries and 2,100 filling stations.",0.6
495,"Other changes in the plan refine his original vision, Libeskind said.","Many of the changes are improvements to the original plan, Libeskind said.",0.9199999999999999
496,Revenue rose to $616.5 million from $610.6 million a year earlier.,"Revenue was up a tad, from $610.6 million to $616.5 million.",0.8800000000000001
497,"The broad Standard & Poor's 500 Index <.SPX> was up 8.79 points, or 0.96 percent, at 929.06.","The technology-laced Nasdaq Composite Index <.IXIC> jumped 26 points, or 1.78 percent, to 1,516.",0.2
498,"Rep. Peter Deutsch, D-Fla., criticized the FDA's efforts in Florida.","Peter Deutsch, D-Fla., said he wanted to congratulate the FDA.",0.4
499,Neither Iowa State athletic director Bruce Van De Velde nor Morgan could be reached for comment.,Iowa State athletic director Bruce Van de Velde would not confirm an offer was made to Lebo.,0.5599999999999999
500,"There are now 37 active probable cases in the GTA, compared with 70 cases on June 6.","And, globally, the number of active probable cases has declined to 573.",0.3
501,"The male eagle was found by a zookeeper early Thursday, suffering from severe puncture wounds in his abdomen.","The 21-year-old eagle, found by a zookeeper early Thursday, had severe puncture wounds to his abdomen and back, spokeswoman Julie Mason said.",0.65
502,"Agnew said Pinellas began baiting when rabies cases ""went from zero to 30"" in 1995.","Still, Pinellas rabies cases fell sharply to 17 in 1996 and 3 in 1997, Agnew said.",0.35
503,"Marc Garber, Whitley's attorney, had a different view.","Whitley's attorney, Marc Garber, called the ruling ""a huge victory.""",0.35
504,BioReliance's stock closed down 2 cents yesterday at $47.98 per share.,"Shares of BioReliance sold at $47.98 at the close of market yesterday, down 2 cents.",1.0
505,"Just five months ago, Dean committed to accepting taxpayer money and vowed to attack any Democrat who didnt.","Just five months ago, Dean committed to accepting taxpayer money and the spending limits that come with it and vowed to attack any Democrat who didnt.",0.72
506,"SARS has killed 296 people on China's mainland and infected more than 5,200.","Throughout China's mainland, the disease has killed 300 people and infected more than 5,270.",0.64
507,"The redesigned Finder also features search, coloured labels for customized organization of documents and projects and dynamic browsing of the network for Mac, Windows and UNIX file servers.","It also supports coloured labels to better organise documents, and dynamic browsing of the network for Mac, Windows and Unix file servers.",0.6
508,"The lawyer representing Torch Concepts, Rich Marsden did not respond to repeated phone calls.",Officials with Torch and JetBlue did not respond to repeated phone calls from the Mercury News seeking comment.,0.55
509,"He was voluntarily castrated in 2001, an operation he contends removed his ability to become sexually aroused.","DeVries, who was voluntarily castrated in August 2001, has said the surgery took away his ability to become sexually aroused.",0.9
510,"The S&P/TSX composite rose 87.74 points on the week, while the TSX Venture Exchange composite gained 44.49 points.","On the week, the Dow Jones industrial average rose 11.56 points, while the Nasdaq Stock Market gained 39.42 points.",0.2
511,In turn SuSE will license Java 2 Standard Edition while also formalising an existing agreement to distribute Sun's Java Virtual Machine for running Java applications.,"Nuremberg, Germany-based SuSE will license Sun's Java 2 Standard Edition (J2SE) and ship Sun's Java Virtual Machine across its Linux software line.",0.75
512,Artists are worried the plan would harm those who need help most - performers who have a difficult time lining up shows.,The artists say the plan will harm French culture and punish those who need help most - performers who have a hard time lining up work.,0.6
513,Long lines formed outside gas stations and people rushed to get money from cash machines Sunday as Israelis prepared to weather a strike that threatened to paralyze the country.,Long lines formed Sunday outside gas stations and people rushed to get money from cash machines as Israelis braced for the strike's effects.,0.9
514,"The tech-heavy Nasdaq composite index fell 3.99, or 0.2 percent, to 1,682.72, following a two-day win of 55.93.","The technology-laced Nasdaq Composite Index .IXIC eased 8.52 points, or 0.51 percent, to 1,670.21.",0.3
515,"Martin, 58, will be freed today after serving two thirds of his five-year sentence for the manslaughter of 16-year-old Fred Barras.",Martin served two thirds of a five-year sentence for the manslaughter of Barras and for wounding Fearon.,0.6
516,"We don't know if any will be SARS,"" said Dr. James Young, Ontario's commissioner of public safety.","""We're being hyper-vigilant,"" said Dr. James Young, Ontario's commissioner of public safety.",0.4
517,"Sales for the quarter beat expectations, rising 37 percent year-on-year to 1.76 billion euros.","Sales rose 37 per cent year-on-year to 1.76bn, beating expectations.",0.8
518,The company said it would issue revised guidance for the full fiscal year next month when it releases its Q2 results.,The company said it would renew its guidance for 2003 when it announces its second quarter results in mid-July.,0.64
519,"IDEC shareholders would own 50.5 percent of the stock of the combined company, and Biogen shareholders the remaining 49.5 percent.",The companies said Idec holders would own about 50.5 percent of the stock of the combined company.,0.6
520,"Nonetheless, the open-source guru insisted, ""This attack was wrong, and it was dangerous to our goals.""","""This attack was wrong, and it was dangerous to our goals,"" Raymond said.",0.7
521,"""We haven't decided whether to use an unbroken or dotted white line, but this is an experiment worth introducing,"" said David Richardson, the ICC's cricket manager.","""We haven't decided whether to use an unbroken or dotted white line,"" said Dave Richardson, the ICC's cricket manager.",0.8
522,Shinseki retires Wednesday after a 38-year career that included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,Shinseki's career included combat in Vietnam and head of U.S. peacekeeping efforts in Bosnia.,0.6
523,The department also sent water and soil samples to the state health laboratory.,Water samples are being sent to the state health department for analysis.,0.65
524,"""But that does not clear them of the obligation to do everything possible to protect civilians, and that is not what we're seeing.""","""But that does not clear them of the responsibility to do everything possible to minimize civilian harm.""",0.6799999999999999
525,"Ross Garber, Rowland's lawyer, said Tuesday he would attend the meeting and would ask to speak on the issue.","Ross Garber, Rowland's legal counsel, said the governor would have no comment on the condo deal.",0.4
526,"At his request, he will be reassigned within the district.",District Superintendent J. Chester Floyd told reporters Monday that McCrackin will be reassigned within the district.,0.5599999999999999
527,"Frank Quattrone, the former Credit Suisse First Boston technology investment-banking guru, reportedly pleaded not guilty Tuesday to charges of obstruction of justice and witness tampering.",NEW YORK -(Dow Jones)- Former star investment banker Frank Quattrone pleaded not guilty Tuesday to criminal charges of obstruction of justice and witness tampering.,0.8
528,"A federal appeals court ruled Tuesday that the government was free to withhold the names of more than 700 people detained in the aftermath of Sept. 11, 2001.","A federal appeals court ruled Tuesday that the U.S. government can withhold the names of people detained as part of the September 11 investigation, reversing a lower court decision.",0.72
529,Previously he had seen the grinning mechanic from east Java only on television.,"Mr Hughes had seen Amrozi's face on television, the infamous images of the grinning mechanic from east Java.",0.6799999999999999
530,"Two years later, the insurance coverage would begin.","Under the agreement, Medicare coverage for drug benefits would begin in 2006.",0.5599999999999999
531,NASA satellite images show that Arctic ice has been shrinking at the rate of nearly 10 percent a decade.,Researchers found that sea ice in the Arctic is disappearing at a rate of 9 percent each decade.,0.64
532,"The blue-chip Dow Jones industrial average .DJI fell 86.56 points, or 0.94 percent, to 9,109.99, after giving up more than 1 percent earlier.","The Dow Jones industrial average .DJI fell 79.43 points, or 0.86 percent, to 9,117.12 on Friday.",0.44000000000000006
533,"""Biotech products, if anything, may be safer than conventional products because of all the testing,"" Fraley said, adding that 18 countries have adopted biotechnology.","""Biotech products, if anything, may be safer than conventional products because of all the testing,"" said Robert Fraley, Monsanto's executive vice president.",0.64
534,"The Dow Jones industrial average ended the day down 10.89 at 9,837.94, after advancing 111.04 Wednesday.","The Dow Jones industrial average fell 10.89 points, or 0.11 percent, to 9,837.94.",0.6799999999999999
535,"The time was about 4 a.m. on March 18, just hours before the first pinpoint missiles rained down on the capital.","The seizure occurred at 4am on March 18, just hours before the first American air assault.",0.6
536,"A nationally board certified teacher with a master's degree, Kelley makes a salary of $65,000 in his 30th year.","A nationally board certified teacher with a master's degree, Kelley, in his 30th year teaching, makes $65,000.",0.95
537,"In Vienna, the IAEA said ElBaradei would accept the invitation, although no date had yet been set.","In Vienna, the International Atomic Energy Agency said on Monday ElBaradei had accepted Iran's invitation, but said no date had yet been set.",0.65
538,"The technology-laced Nasdaq Composite Index <.IXIC> was up 7.42 points, or 0.45 percent, at 1,653.44.","The broader Standard & Poor's 500 Index .SPX was 0.46 points lower, or 0.05 percent, at 997.02.",0.2
539,"The epidemic began in November in the mainland's Guangdong province, but the People's Republic of China refused to report truthfully about its spread for four months.","The PRC epidemic began in Guandong province in November, but the Communist Party government refused to report truthfully about its spread for four months.",0.85
540,"Druce will face murder charges, Conte said.",Conte said Druce will be charged with murder.,1.0
541,"That compared with $35.18 million, or 24 cents per share, in the year-ago period.",Earnings were affected by a non-recurring $8 million tax benefit in the year-ago period.,0.32
542,"EU ministers were invited to the conference but canceled because the union is closing talks on agricultural reform, said Gerry Kiely, a EU agriculture representative in Washington.","Gerry Kiely, a EU agriculture representative in Washington, said EU ministers were invited but canceled because the union is closing talks on agricultural reform.",1.0
543,"Nick Markakis, a left-hander from Young Harris Junior College in Georgia, went to the Orioles with the seventh pick.","Next, Baltimore took Nick Markakis, a left-handed pitcher and outfielder from Young Harris Junior College in Georgia.",0.76
544,"We remain hopeful that the city will agree to work with us and engage in good-faith discussions on this issue.""","Alhart said the governor ""remains hopeful that the city will continue to work with us and engage in good-faith discussions.""",0.7
545,Some women are also concerned that so many women are turning to cosmetic surgery in a quest for bodily perfection.,Some women also express concern about a society in which more people than ever are turning to cosmetic surgery in a quest for bodily perfection.,0.95
546,The notification was first reported Friday by MSNBC.,MSNBC.com first reported the CIA request on Friday.,0.6
547,"""Now, the other guy, he's ashamed of his party,"" Street said to crowd laughter.","""The other guy, he's ashamed of his party, and I don't blame him.",0.7
548,Perry has since called two special legislative sessions to try force the redistricting plan through.,"Since then, Texas Gov. Rick Perry has called two special sessions trying to push the measure through.",0.7
549,"There is, however, no photo of Peter Hollingworth in the June issue examined by the Herald yesterday.","There is, however, no photograph of Dr Hollingworth in the June issue of the magazine examined by The Age yesterday.",0.6
550,"In his new position, Dynes will earn $395,000, a significant increase over Atkinson's salary of $361,400.","Dynes will be paid $395,000 a year; Atkinson's salary is $361,400.",0.9
